average_grade,total_approved_units,overall_approval_rate,Tuition fees up to date,Debtor,Scholarship holder,Age at enrollment,Gender,Marital status,Unemployment rate,Inflation rate,GDP,International,Target
14.86920634920635,15.0,1.0,1,0,1,18,1,1,12.4,0.5,1.79,0,2
0.0,0.0,0.0,1,0,0,29,1,1,10.8,1.4,1.74,0,0
0.0,0.0,0.0,1,0,1,29,1,1,12.4,0.5,1.79,0,0
13.32857142857143,11.0,0.9166666666666666,1,0,0,20,1,1,16.2,0.3,-0.92,0,2
0.0,0.0,0.0,1,0,0,18,1,1,9.4,-0.8,-3.12,0,2
12.821428571428571,12.0,1.0,1,0,0,20,1,1,8.9,1.4,3.51,0,2
15.5,3.0,0.3,1,0,0,33,1,2,9.4,-0.8,-3.12,0,0
11.522435897435898,23.0,0.8846153846153846,1,0,0,30,1,1,16.2,0.3,-0.92,0,2
11.391666666666666,11.0,0.7333333333333333,1,0,1,21,1,1,16.2,0.3,-0.92,0,1
14.75,9.0,0.75,1,1,0,18,1,1,8.9,1.4,3.51,0,2
13.238888888888887,15.0,1.0,1,0,1,19,1,1,15.5,2.8,-4.06,0,2
11.25,9.0,0.75,1,0,1,21,1,1,15.5,2.8,-4.06,0,0
5.0,2.0,0.14285714285714285,1,0,1,25,1,1,15.5,2.8,-4.06,0,0
11.966666666666667,8.0,0.8,1,0,0,19,1,1,9.4,-0.8,-3.12,0,2
12.17142857142857,12.0,0.75,1,0,0,23,1,1,16.2,0.3,-0.92,0,0
13.433333333333334,11.0,0.9166666666666666,1,0,1,19,1,1,12.4,0.5,1.79,0,2
0.0,0.0,0.0,1,0,0,19,1,1,9.4,-0.8,-3.12,0,2
5.5,1.0,0.08333333333333333,0,1,0,31,1,1,16.2,0.3,-0.92,0,0
12.214285714285715,9.0,0.5625,0,1,0,32,1,1,16.2,0.3,-0.92,0,0
12.599999999999998,14.0,0.875,1,0,1,19,0,1,10.8,1.4,1.74,0,2
12.266666666666666,19.0,0.95,1,0,0,34,0,1,7.6,2.6,0.32,0,2
13.083333333333332,12.0,1.0,1,0,0,21,0,1,7.6,2.6,0.32,0,2
11.0,13.0,0.9285714285714286,1,0,1,53,0,1,9.4,-0.8,-3.12,0,2
14.682142857142857,15.0,1.0,1,0,1,19,0,1,13.9,-0.3,0.79,0,2
12.125,8.0,0.6666666666666666,1,0,1,20,0,1,10.8,1.4,1.74,0,2
14.333333333333332,12.0,1.0,1,0,0,18,0,1,10.8,1.4,1.74,0,2
0.0,0.0,0.0,0,0,0,32,0,1,16.2,0.3,-0.92,0,0
14.428571428571429,14.0,0.875,1,0,1,21,0,1,12.7,3.7,-1.7,0,2
0.0,0.0,0.0,0,0,0,26,0,1,9.4,-0.8,-3.12,0,0
12.147435897435898,31.0,1.0,1,0,0,26,0,1,15.5,2.8,-4.06,0,2
12.166666666666668,4.0,0.4,0,0,0,21,0,2,15.5,2.8,-4.06,0,0
12.75,12.0,1.0,1,0,0,18,0,1,7.6,2.6,0.32,0,2
12.939393939393938,23.0,0.9583333333333334,1,0,1,21,0,1,15.5,2.8,-4.06,0,2
10.916666666666668,10.0,0.8333333333333334,1,0,0,21,0,1,7.6,2.6,0.32,0,1
13.5,12.0,1.0,1,0,1,19,0,1,13.9,-0.3,0.79,0,2
12.0,4.0,0.4,1,0,0,19,0,1,10.8,1.4,1.74,0,0
11.314285714285713,11.0,0.9166666666666666,1,0,1,19,0,1,10.8,1.4,1.74,0,2
12.8875,16.0,1.0,1,0,0,27,0,1,9.4,-0.8,-3.12,0,2
12.95,12.0,0.8571428571428571,1,0,1,18,0,1,7.6,2.6,0.32,0,2
5.0,1.0,0.1,1,0,0,20,0,1,12.7,3.7,-1.7,0,0
12.822142857142858,15.0,1.0,1,0,1,19,0,1,12.4,0.5,1.79,0,2
0.0,0.0,0.0,1,0,0,20,0,1,16.2,0.3,-0.92,0,0
11.357142857142858,11.0,0.9166666666666666,1,0,1,19,0,1,12.7,3.7,-1.7,0,2
10.625,7.0,0.5833333333333334,1,0,0,20,0,1,9.4,-0.8,-3.12,0,1
0.0,0.0,0.0,1,0,0,20,0,1,15.5,2.8,-4.06,0,0
13.25,12.0,1.0,1,0,0,18,0,1,7.6,2.6,0.32,0,2
13.075,9.0,0.9,1,0,0,20,0,1,10.8,1.4,1.74,0,2
10.8,7.0,0.7,0,0,0,38,0,2,12.7,3.7,-1.7,0,0
11.6,11.0,0.9166666666666666,1,0,0,42,0,4,8.9,1.4,3.51,0,2
0.0,0.0,0.0,1,0,0,32,0,1,13.9,-0.3,0.79,0,0
13.333333333333332,12.0,1.0,1,0,0,22,0,1,12.4,0.5,1.79,1,2
0.0,0.0,0.0,1,0,0,28,0,2,7.6,2.6,0.32,0,0
0.0,0.0,0.0,1,0,0,37,0,2,9.4,-0.8,-3.12,0,0
14.583333333333332,12.0,1.0,1,0,0,43,0,2,15.5,2.8,-4.06,0,2
12.583333333333334,11.0,0.9166666666666666,1,0,1,41,0,6,13.9,-0.3,0.79,0,2
11.075,9.0,0.75,1,0,1,29,0,4,10.8,1.4,1.74,0,2
11.166666666666668,12.0,1.0,1,0,1,35,0,1,10.8,1.4,1.74,0,2
12.0,8.0,0.6666666666666666,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0
11.0,5.0,0.35714285714285715,0,0,1,39,0,1,16.2,0.3,-0.92,0,0
10.666666666666668,5.0,0.5,1,0,0,37,0,4,12.7,3.7,-1.7,0,1
13.7,12.0,0.8571428571428571,1,0,1,26,0,1,7.6,2.6,0.32,0,2
7.0,1.0,0.1,1,0,0,32,0,1,10.8,1.4,1.74,0,0
11.770833333333332,13.0,0.8666666666666667,1,1,0,37,0,2,13.9,-0.3,0.79,0,1
0.0,0.0,0.0,1,1,0,28,0,1,8.9,1.4,3.51,0,1
0.0,0.0,0.0,1,0,0,19,0,1,7.6,2.6,0.32,0,0
11.75,3.0,0.3,1,0,0,18,0,1,7.6,2.6,0.32,0,1
13.142857142857142,13.0,0.9285714285714286,1,0,1,19,0,1,12.4,0.5,1.79,0,2
14.355555555555554,16.0,0.8421052631578947,1,0,0,32,0,2,13.9,-0.3,0.79,0,2
11.25,5.0,0.5,1,0,0,31,0,2,7.6,2.6,0.32,0,0
11.705714285714285,14.0,0.875,1,0,0,34,0,1,10.8,1.4,1.74,0,1
13.791666666666668,23.0,1.0,1,0,0,20,0,1,8.9,1.4,3.51,0,2
10.375,2.0,0.14285714285714285,1,0,0,28,0,1,13.9,-0.3,0.79,0,0
12.714285714285715,13.0,1.0,1,0,0,31,0,1,9.4,-0.8,-3.12,0,1
12.458333333333332,10.0,0.8333333333333334,1,0,0,18,0,1,7.6,2.6,0.32,0,1
11.2,8.0,0.6666666666666666,0,0,0,31,0,4,9.4,-0.8,-3.12,0,0
12.7,11.0,0.9166666666666666,1,0,0,19,0,1,12.4,0.5,1.79,0,2
13.142857142857142,12.0,1.0,1,0,1,19,0,1,16.2,0.3,-0.92,0,2
0.0,0.0,0.0,1,0,0,31,0,2,9.4,-0.8,-3.12,0,1
0.0,0.0,0.0,1,0,0,34,0,1,15.5,2.8,-4.06,0,0
15.680357142857144,15.0,1.0,1,0,1,18,0,1,12.4,0.5,1.79,0,2
12.916666666666666,12.0,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,2
13.216666666666667,10.0,1.0,1,1,0,19,1,1,16.2,0.3,-0.92,0,2
0.0,0.0,0.0,0,0,1,22,1,1,7.6,2.6,0.32,0,0
11.45,14.0,0.7368421052631579,1,0,0,32,1,2,7.6,2.6,0.32,0,2
0.0,0.0,0.0,1,0,0,61,1,1,15.5,2.8,-4.06,0,0
11.3,10.0,1.0,1,0,0,30,1,1,7.6,2.6,0.32,0,2
0.0,0.0,0.0,0,1,0,45,1,2,12.4,0.5,1.79,0,0
13.119047619047619,12.0,1.0,1,0,0,20,1,1,12.4,0.5,1.79,0,2
0.0,0.0,0.0,1,0,0,19,0,1,9.4,-0.8,-3.12,0,0
11.625,8.0,0.38095238095238093,1,0,0,26,1,1,7.6,2.6,0.32,0,0
12.166666666666668,4.0,0.4,1,0,0,19,1,1,7.6,2.6,0.32,0,0
11.833333333333332,12.0,1.0,1,0,1,19,1,1,16.2,0.3,-0.92,0,2
12.75,11.0,0.9166666666666666,1,0,0,19,1,1,12.4,0.5,1.79,0,2
12.933333333333334,10.0,1.0,1,0,1,19,1,1,16.2,0.3,-0.92,0,2
0.0,0.0,0.0,0,0,0,19,1,1,7.6,2.6,0.32,0,0
11.583333333333332,5.0,0.5,0,0,0,28,1,1,7.6,2.6,0.32,0,0
13.554761904761905,29.0,1.0,1,0,0,24,1,1,9.4,-0.8,-3.12,0,2
13.433333333333334,8.0,0.8,1,0,0,18,1,1,7.6,2.6,0.32,0,2
12.083333333333332,4.0,0.4,1,0,0,18,1,1,7.6,2.6,0.32,0,1
10.933333333333334,11.0,0.9166666666666666,1,0,1,18,1,1,12.4,0.5,1.79,0,2
12.9,10.0,0.8333333333333334,1,0,0,21,1,1,8.9,1.4,3.51,0,2
0.0,0.0,0.0,0,0,0,28,1,2,12.4,0.5,1.79,0,0
0.0,0.0,0.0,1,0,0,58,1,1,13.9,-0.3,0.79,0,0
0.0,0.0,0.0,0,0,0,49,1,2,7.6,2.6,0.32,0,0
10.583333333333332,5.0,0.5,1,0,0,24,1,1,15.5,2.8,-4.06,0,1
14.25,8.0,0.8,1,0,0,25,1,1,7.6,2.6,0.32,0,2
5.0,1.0,0.1,1,0,0,33,1,4,7.6,2.6,0.32,0,0
0.0,0.0,0.0,0,0,0,33,1,2,9.4,-0.8,-3.12,0,0
15.75,5.0,0.8333333333333334,1,0,0,40,1,2,13.9,-0.3,0.79,0,2
11.705357142857142,10.0,1.0,1,0,0,48,1,2,16.2,0.3,-0.92,0,2
11.166666666666668,6.0,0.6,0,1,0,18,1,1,8.9,1.4,3.51,0,1
12.666666666666666,12.0,0.8571428571428571,1,0,0,24,1,1,7.6,2.6,0.32,0,2
12.525,9.0,0.9,1,0,1,23,1,2,10.8,1.4,1.74,0,2
12.633333333333333,10.0,1.0,0,1,0,39,1,1,10.8,1.4,1.74,0,0
12.075,17.0,0.85,1,0,0,21,1,1,15.5,2.8,-4.06,0,2
10.875,6.0,0.5454545454545454,1,0,0,34,1,1,7.6,2.6,0.32,0,0
11.2,9.0,0.9,1,0,1,41,1,2,8.9,1.4,3.51,0,1
12.25,12.0,1.0,1,0,0,18,1,1,12.7,3.7,-1.7,0,2
11.291666666666668,8.0,0.8,1,0,0,34,1,2,13.9,-0.3,0.79,0,1
13.0,3.0,0.3,1,0,0,19,1,1,7.6,2.6,0.32,0,0
13.714285714285714,14.0,0.875,1,0,0,19,1,1,12.7,3.7,-1.7,0,2
15.3375,12.0,1.0,1,0,0,28,1,1,16.2,0.3,-0.92,0,2
5.4,5.0,0.4166666666666667,1,0,0,18,1,1,7.6,2.6,0.32,0,0
11.0,5.0,0.4166666666666667,1,0,0,19,1,1,11.1,0.6,2.02,0,0
13.0,7.0,0.5833333333333334,0,1,0,19,1,1,12.4,0.5,1.79,0,0
15.527922077922078,15.0,1.0,1,0,0,18,0,1,16.2,0.3,-0.92,0,2
13.4,11.0,0.9166666666666666,1,0,0,18,0,1,12.4,0.5,1.79,0,2
11.214285714285715,12.0,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,0
13.833333333333332,12.0,1.0,1,0,0,19,0,1,12.4,0.5,1.79,0,2
13.55,10.0,0.8333333333333334,1,0,0,31,0,2,12.7,3.7,-1.7,0,2
14.25,12.0,1.0,1,0,1,33,0,1,12.7,3.7,-1.7,0,2
14.005,11.0,0.7857142857142857,1,0,1,20,0,1,12.4,0.5,1.79,0,1
12.15,7.0,0.5833333333333334,1,0,0,22,0,1,12.4,0.5,1.79,1,1
13.033333333333333,11.0,0.9166666666666666,1,0,0,19,0,1,11.1,0.6,2.02,0,2
12.75,12.0,1.0,1,0,0,18,0,1,7.6,2.6,0.32,0,0
0.0,0.0,0.0,1,0,0,18,0,1,15.5,2.8,-4.06,0,0
0.0,0.0,0.0,0,0,0,18,0,1,8.9,1.4,3.51,0,0
0.0,0.0,0.0,1,0,0,18,0,1,11.1,0.6,2.02,0,2
11.1,8.0,0.8,1,0,1,19,0,1,12.4,0.5,1.79,0,2
16.964285714285715,12.0,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,0
12.833333333333332,8.0,0.8,1,0,0,18,0,1,12.7,3.7,-1.7,0,2
15.228571428571428,14.0,0.875,1,0,1,18,0,1,12.7,3.7,-1.7,0,2
13.0,18.0,1.0,1,0,0,21,0,1,8.9,1.4,3.51,0,2
14.428571428571429,14.0,0.875,1,0,1,18,0,1,12.7,3.7,-1.7,0,2
13.794642857142858,12.0,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,2
13.160666666666666,13.0,0.8666666666666667,1,0,0,18,0,1,15.5,2.8,-4.06,0,2
12.00875,13.0,0.8666666666666667,1,0,0,20,0,1,16.2,0.3,-0.92,0,2
13.3,10.0,1.0,1,0,1,18,0,1,12.7,3.7,-1.7,0,2
0.0,0.0,0.0,1,0,0,18,0,1,11.1,0.6,2.02,0,0
11.7,10.0,1.0,1,0,1,20,0,1,8.9,1.4,3.51,0,2
12.333333333333334,12.0,1.0,1,0,0,20,0,1,12.4,0.5,1.79,0,2
5.5,4.0,0.4,1,1,1,19,0,1,11.1,0.6,2.02,0,0
13.045454545454545,22.0,1.0,1,0,1,19,0,1,11.1,0.6,2.02,0,2
5.5,1.0,0.08333333333333333,0,1,1,18,0,1,12.7,3.7,-1.7,0,0
12.05952380952381,12.0,1.0,1,1,1,19,0,1,15.5,2.8,-4.06,0,2
12.98125,16.0,1.0,1,0,1,20,0,1,9.4,-0.8,-3.12,0,2
11.266666666666666,11.0,0.9166666666666666,1,0,0,21,0,1,11.1,0.6,2.02,0,2
11.68,12.0,0.75,1,0,0,21,0,1,10.8,1.4,1.74,0,2
14.0,12.0,1.0,1,0,0,20,0,1,11.1,0.6,2.02,0,2
13.0,14.0,1.0,1,0,0,19,0,1,8.9,1.4,3.51,0,2
11.0,4.0,0.4,0,0,0,21,0,1,7.6,2.6,0.32,0,0
13.0,10.0,1.0,1,0,0,18,0,1,7.6,2.6,0.32,0,2
11.933333333333334,10.0,0.8333333333333334,1,0,1,19,0,1,8.9,1.4,3.51,0,2
14.025,15.0,1.0,1,0,0,18,0,1,13.9,-0.3,0.79,0,2
13.314285714285717,14.0,0.875,1,0,1,19,0,1,12.7,3.7,-1.7,0,2
10.55,6.0,0.6,1,0,1,18,0,1,13.9,-0.3,0.79,0,2
11.375,8.0,0.6666666666666666,1,0,1,18,0,1,15.5,2.8,-4.06,0,1
13.785714285714285,12.0,1.0,1,0,0,18,0,1,13.9,-0.3,0.79,0,2
14.410714285714285,9.0,0.9,1,0,1,18,0,1,10.8,1.4,1.74,0,2
6.5,2.0,0.16666666666666666,1,0,0,18,0,1,12.4,0.5,1.79,0,0
14.166666666666668,12.0,1.0,1,0,1,18,0,1,11.1,0.6,2.02,0,1
0.0,0.0,0.0,1,0,0,18,0,1,11.1,0.6,2.02,0,0
13.583333333333332,12.0,1.0,1,0,0,18,0,1,10.8,1.4,1.74,0,2
12.416666666666668,8.0,1.0,1,0,1,20,0,1,13.9,-0.3,0.79,0,2
11.466666666666667,10.0,0.8333333333333334,1,0,0,18,0,1,15.5,2.8,-4.06,0,1
11.100000000000001,10.0,0.8333333333333334,1,0,0,18,0,1,16.2,0.3,-0.92,0,2
12.791428571428572,14.0,0.875,1,0,1,20,0,1,10.8,1.4,1.74,0,2
11.4125,13.0,0.8666666666666667,1,0,0,40,0,4,9.4,-0.8,-3.12,0,2
12.212936507936508,13.0,0.8666666666666667,1,0,1,18,0,1,15.5,2.8,-4.06,0,2
11.899999999999999,10.0,0.8333333333333334,1,0,0,19,0,1,13.9,-0.3,0.79,0,2
0.0,0.0,0.0,1,0,0,24,0,1,12.4,0.5,1.79,0,0
13.166666666666666,12.0,1.0,1,0,0,19,0,1,10.8,1.4,1.74,0,0
14.1,14.0,0.875,1,0,0,19,0,1,10.8,1.4,1.74,0,2
12.669761904761904,13.0,0.8666666666666667,1,0,1,20,0,1,11.1,0.6,2.02,0,2
15.550892857142856,15.0,1.0,1,0,0,18,0,1,12.4,0.5,1.79,0,2
0.0,0.0,0.0,1,0,1,18,0,1,13.9,-0.3,0.79,0,2
14.575,15.0,1.0,1,0,0,19,0,1,13.9,-0.3,0.79,0,2
15.024999999999999,15.0,1.0,1,0,0,18,0,1,13.9,-0.3,0.79,0,0
13.0,11.0,0.9166666666666666,1,0,0,19,0,1,12.4,0.5,1.79,0,2
15.325,15.0,1.0,1,0,1,19,0,1,13.9,-0.3,0.79,0,2
14.185714285714287,14.0,0.9333333333333333,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.369285714285715,14.0,0.9333333333333333,1,0,1,19,0,1,11.1,0.6,2.02,0,0
14.566666666666668,12.0,0.8571428571428571,1,0,0,19,0,1,7.6,2.6,0.32,0,2
11.225,9.0,0.9,0,1,0,25,0,1,9.4,-0.8,-3.12,0,0
12.685714285714283,14.0,0.875,1,0,0,20,0,1,12.7,3.7,-1.7,0,2
13.410714285714285,11.0,0.6111111111111112,0,1,0,23,0,1,8.9,1.4,3.51,0,0
0.0,0.0,0.0,1,0,0,20,0,1,15.5,2.8,-4.06,0,0
11.083333333333332,11.0,0.9166666666666666,1,0,0,27,0,1,11.1,0.6,2.02,0,2
14.445,16.0,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,2
12.675,9.0,0.75,1,1,0,18,0,1,9.4,-0.8,-3.12,0,1
14.3125,19.0,0.8636363636363636,0,1,0,23,0,1,13.9,-0.3,0.79,0,0
13.416666666666666,12.0,0.8571428571428571,1,0,1,19,0,1,7.6,2.6,0.32,0,2
11.866666666666667,10.0,1.0,1,0,0,18,0,1,15.5,2.8,-4.06,0,2
13.95625,15.0,1.0,1,0,0,20,0,1,13.9,-0.3,0.79,0,2
13.0,9.0,0.75,1,0,0,18,0,1,12.4,0.5,1.79,0,2
14.75,16.0,1.0,1,0,1,19,0,1,9.4,-0.8,-3.12,0,2
13.738095238095237,12.0,1.0,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.5,9.0,0.75,1,0,0,19,0,1,9.4,-0.8,-3.12,0,1
14.303571428571429,9.0,0.9,1,0,0,18,0,1,7.6,2.6,0.32,0,2
12.7,11.0,0.9166666666666666,1,0,0,18,0,1,9.4,-0.8,-3.12,0,2
12.666666666666668,12.0,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,2
11.863636363636363,19.0,1.0,0,0,0,28,0,1,15.5,2.8,-4.06,0,0
13.25,5.0,0.4166666666666667,1,0,0,19,0,1,7.6,2.6,0.32,0,0
0.0,0.0,0.0,1,1,0,20,0,1,13.9,-0.3,0.79,0,0
13.573809523809523,13.0,0.8666666666666667,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.916666666666666,12.0,1.0,1,0,1,20,0,1,11.1,0.6,2.02,0,2
12.1,10.0,0.8333333333333334,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.399999999999999,9.0,0.75,1,0,0,21,0,1,8.9,1.4,3.51,0,1
14.142857142857142,14.0,1.0,1,0,1,19,0,1,11.1,0.6,2.02,0,2
12.669642857142858,12.0,1.0,1,0,1,18,0,1,13.9,-0.3,0.79,0,2
0.0,0.0,0.0,1,0,0,19,0,1,15.5,2.8,-4.06,0,0
13.666666666666666,12.0,1.0,1,0,1,19,0,1,8.9,1.4,3.51,0,2
12.083333333333332,11.0,0.9166666666666666,1,1,0,20,0,1,16.2,0.3,-0.92,0,2
12.366666666666667,11.0,0.7857142857142857,1,0,0,18,0,1,13.9,-0.3,0.79,0,1
0.0,0.0,0.0,1,0,0,18,0,1,15.5,2.8,-4.06,0,1
12.0,9.0,0.9,1,0,0,18,0,1,7.6,2.6,0.32,0,2
0.0,0.0,0.0,1,0,0,18,0,1,8.9,1.4,3.51,0,0
11.333333333333332,11.0,0.9166666666666666,1,0,0,18,0,1,7.6,2.6,0.32,0,2
11.785714285714285,11.0,0.9166666666666666,1,0,0,20,0,1,15.5,2.8,-4.06,0,0
12.929285714285715,15.0,1.0,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.166666666666666,6.0,0.5,0,1,0,21,0,1,15.5,2.8,-4.06,0,0
0.0,0.0,0.0,0,1,0,20,0,1,10.8,1.4,1.74,0,0
11.725,9.0,0.75,1,0,0,18,0,1,9.4,-0.8,-3.12,0,2
12.75,12.0,1.0,1,0,1,20,0,1,10.8,1.4,1.74,0,2
14.07125,16.0,1.0,1,0,1,19,0,1,9.4,-0.8,-3.12,0,2
13.725,9.0,0.9,1,0,0,22,0,1,9.4,-0.8,-3.12,0,0
0.0,0.0,0.0,0,0,0,22,0,1,9.4,-0.8,-3.12,0,0
11.125,7.0,0.5833333333333334,1,0,0,18,0,1,10.8,1.4,1.74,0,1
10.869047619047619,13.0,0.65,1,0,0,21,0,1,7.6,2.6,0.32,0,1
12.3,7.0,0.5833333333333334,1,0,0,19,0,1,7.6,2.6,0.32,0,2
0.0,0.0,0.0,1,0,0,19,0,1,10.8,1.4,1.74,0,0
14.901428571428571,14.0,0.875,1,0,1,20,0,1,9.4,-0.8,-3.12,0,0
12.547777777777778,15.0,1.0,1,1,1,18,0,1,15.5,2.8,-4.06,0,2
10.8,12.0,0.7058823529411765,0,0,0,22,0,1,8.9,1.4,3.51,0,0
12.533333333333333,9.0,0.9,1,0,0,20,0,1,7.6,2.6,0.32,0,2
12.333333333333332,12.0,1.0,1,0,0,19,0,1,12.4,0.5,1.79,0,2
12.732142857142858,14.0,0.9333333333333333,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.559999999999999,11.0,0.7857142857142857,1,0,1,20,0,1,11.1,0.6,2.02,0,1
11.0,6.0,0.6,1,0,0,25,0,1,15.5,2.8,-4.06,0,1
13.90904761904762,13.0,0.8666666666666667,1,0,1,19,0,1,15.5,2.8,-4.06,0,2
13.11625,16.0,1.0,1,0,0,19,0,1,9.4,-0.8,-3.12,0,2
0.0,0.0,0.0,0,0,0,19,0,1,10.8,1.4,1.74,0,0
13.135714285714286,13.0,0.8666666666666667,1,0,0,20,0,1,13.9,-0.3,0.79,0,2
11.778571428571428,12.0,0.8,1,0,0,25,0,1,12.4,0.5,1.79,0,1
12.333333333333334,12.0,0.8571428571428571,1,0,1,20,0,1,7.6,2.6,0.32,0,2
16.075,9.0,0.75,1,0,0,24,0,1,9.4,-0.8,-3.12,0,1
13.266666666666666,10.0,1.0,1,0,0,20,0,1,7.6,2.6,0.32,0,2
13.924652777777776,15.0,1.0,1,0,0,21,0,1,15.5,2.8,-4.06,0,2
13.0,11.0,0.9166666666666666,1,1,1,19,0,1,15.5,2.8,-4.06,0,2
13.166666666666668,12.0,1.0,1,0,1,19,0,1,16.2,0.3,-0.92,0,2
13.1,9.0,0.9,1,0,1,21,0,1,9.4,-0.8,-3.12,0,2
16.79388888888889,15.0,1.0,1,0,0,28,0,1,15.5,2.8,-4.06,0,2
10.8,10.0,0.8333333333333334,0,1,1,19,0,1,10.8,1.4,1.74,0,2
13.8,10.0,1.0,1,0,1,18,0,1,12.4,0.5,1.79,0,2
12.114285714285714,14.0,0.875,1,0,1,18,0,5,12.7,3.7,-1.7,0,2
13.05875,16.0,1.0,1,0,1,18,0,1,9.4,-0.8,-3.12,0,2
13.285714285714286,14.0,0.875,1,0,0,22,0,1,12.7,3.7,-1.7,0,2
10.833333333333332,7.0,0.7,1,0,0,19,0,1,12.4,0.5,1.79,0,1
14.616964285714285,15.0,1.0,1,0,1,18,0,1,13.9,-0.3,0.79,0,2
0.0,0.0,0.0,0,0,0,20,0,1,15.5,2.8,-4.06,0,0
11.125,7.0,0.3684210526315789,0,0,0,26,0,1,12.4,0.5,1.79,0,0
13.8125,12.0,1.0,1,0,1,18,0,1,10.8,1.4,1.74,0,2
11.916666666666666,9.0,0.75,1,0,1,21,0,1,10.8,1.4,1.74,0,0
13.297142857142855,14.0,0.875,1,0,0,18,0,1,10.8,1.4,1.74,0,2
14.086538461538462,12.0,1.0,1,0,0,20,0,1,15.5,2.8,-4.06,0,2
13.101666666666667,14.0,0.9333333333333333,1,0,0,18,0,1,15.5,2.8,-4.06,0,2
11.7,8.0,0.8,1,0,1,19,0,1,12.7,3.7,-1.7,0,1
14.375,8.0,0.8,1,0,0,20,0,1,7.6,2.6,0.32,0,0
12.952380952380953,12.0,1.0,1,1,1,18,0,1,12.7,3.7,-1.7,0,2
12.3125,7.0,0.7,1,0,1,20,0,1,10.8,1.4,1.74,0,1
12.8,10.0,0.8333333333333334,1,0,0,22,0,1,7.6,2.6,0.32,0,2
0.0,0.0,0.0,1,0,0,18,0,1,7.6,2.6,0.32,0,1
11.45,9.0,0.9,1,0,0,21,0,1,8.9,1.4,3.51,0,2
12.083333333333332,12.0,0.8571428571428571,1,0,0,18,0,1,13.9,-0.3,0.79,0,1
13.485714285714284,14.0,0.875,1,0,0,18,0,1,12.7,3.7,-1.7,0,2
11.642857142857142,12.0,1.0,1,0,1,18,0,1,8.9,1.4,3.51,0,2
0.0,0.0,0.0,1,0,0,19,0,1,15.5,2.8,-4.06,0,0
12.380952380952381,6.0,0.6,1,0,0,19,0,1,10.8,1.4,1.74,0,1
13.35,10.0,0.7142857142857143,1,0,0,19,0,1,16.2,0.3,-0.92,0,1
13.258571428571427,14.0,0.875,1,0,0,19,0,1,10.8,1.4,1.74,0,2
12.125,8.0,0.8,1,0,0,19,0,1,8.9,1.4,3.51,0,1
10.833333333333332,4.0,0.3333333333333333,0,0,0,19,0,1,10.8,1.4,1.74,0,0
13.035714285714285,12.0,1.0,1,0,1,21,0,1,8.9,1.4,3.51,0,2
11.816666666666666,10.0,0.8333333333333334,1,0,1,20,0,1,15.5,2.8,-4.06,1,2
13.742857142857144,10.0,1.0,1,0,1,20,0,1,11.1,0.6,2.02,0,2
11.4,10.0,1.0,1,0,0,41,0,1,7.6,2.6,0.32,0,2
13.13125,11.0,0.7857142857142857,1,0,0,32,0,4,12.4,0.5,1.79,0,1
14.652857142857142,14.0,0.875,1,0,0,18,0,1,10.8,1.4,1.74,0,2
11.333333333333334,12.0,1.0,1,0,1,35,0,4,15.5,2.8,-4.06,0,2
6.85,4.0,0.2857142857142857,0,1,0,32,0,1,16.2,0.3,-0.92,0,0
14.238636363636363,19.0,1.0,1,0,0,37,0,1,12.4,0.5,1.79,0,2
11.446428571428571,14.0,0.9333333333333333,1,0,0,30,0,2,12.7,3.7,-1.7,0,0
12.666666666666668,11.0,0.9166666666666666,1,0,0,23,1,1,7.6,2.6,0.32,0,2
13.928571428571429,12.0,1.0,1,0,1,20,0,1,15.5,2.8,-4.06,0,0
11.625,8.0,0.8,1,0,0,21,1,1,9.4,-0.8,-3.12,0,2
12.2,10.0,1.0,1,0,0,19,1,1,12.4,0.5,1.79,0,2
15.07,14.0,0.875,1,0,1,18,1,1,10.8,1.4,1.74,0,2
11.0,2.0,0.2,1,0,0,18,1,1,10.8,1.4,1.74,0,0
12.333333333333332,9.0,0.9,1,0,0,24,1,1,12.4,0.5,1.79,0,1
12.8,8.0,0.6666666666666666,1,0,0,22,1,1,12.7,3.7,-1.7,0,2
11.125,7.0,0.5833333333333334,1,0,0,18,1,1,16.2,0.3,-0.92,0,0
12.869047619047619,11.0,0.9166666666666666,1,0,0,18,0,1,9.4,-0.8,-3.12,0,2
14.399999999999999,10.0,0.8333333333333334,1,0,0,21,1,1,16.2,0.3,-0.92,1,2
10.916666666666668,5.0,0.35714285714285715,1,1,0,38,0,4,16.2,0.3,-0.92,0,0
12.56875,15.0,1.0,1,0,1,19,0,1,12.7,3.7,-1.7,0,2
