average_grade,total_approved_units,overall_approval_rate,Tuition fees up to date,Debtor,Scholarship holder,Age at enrollment,Gender,Marital status,Unemployment rate,Inflation rate,GDP,International,grade_change,fail_ratio_1st,fail_ratio_2nd,engagement_index,financial_pressure
15.798571428571426,14,0.875,1,0,1,20,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
10.8,7,0.7,0,0,0,38,0,2,12.7,3.7,-1.7,0,0.40000000000000036,0.0,0.0,0.7,1.0
11.0,7,0.5833333333333334,1,0,0,26,1,1,9.4,-0.8,-3.12,0,2.0,0.0,0.0,0.5833333333333334,0.0
0.0,0,0.0,1,0,0,28,1,2,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
11.3,9,0.75,1,1,1,18,0,1,7.6,2.6,0.32,0,-0.5999999999999996,0.0,0.0,0.75,0.0
12.5,7,0.7,1,0,0,18,0,1,7.6,2.6,0.32,0,1.0,0.2,0.0,0.7,0.0
11.533333333333333,8,0.6666666666666666,1,0,0,19,0,1,10.8,1.4,1.74,0,-1.7333333333333343,0.0,0.0,0.6666666666666666,0.0
0.0,0,0.0,0,1,0,26,1,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,1.0
13.395833333333332,12,1.0,1,1,0,23,0,1,12.7,3.7,-1.7,0,1.541666666666666,0.0,0.0,1.0,0.0
6.166666666666667,3,0.25,1,0,0,20,1,1,10.8,1.4,1.74,0,-12.333333333333334,0.0,0.0,0.25,0.0
17.0,2,0.16666666666666666,1,0,0,20,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.16666666666666666,0.0
13.656818181818181,14,0.9333333333333333,1,0,1,19,0,1,16.2,0.3,-0.92,0,-1.1863636363636356,0.0,0.0,0.9333333333333333,0.0
11.82,14,0.875,1,0,1,19,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
7.166666666666667,3,0.25,0,1,0,53,1,4,12.7,3.7,-1.7,0,-14.333333333333334,0.0,0.0,0.25,1.0
15.657142857142857,14,0.875,1,0,0,18,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
14.15,12,0.8571428571428571,1,0,0,19,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.8571428571428571,0.0
11.657142857142857,11,0.9166666666666666,1,0,1,19,0,1,15.5,2.8,-4.06,0,0.11428571428571388,0.0,0.0,0.9166666666666666,0.0
6.0,1,0.08333333333333333,1,0,0,44,0,1,11.1,0.6,2.02,0,-12.0,0.0,0.0,0.08333333333333333,0.0
14.565714285714288,14,0.875,1,0,1,20,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
12.291666666666668,7,0.7,1,0,1,18,1,1,8.9,1.4,3.51,0,0.08333333333333393,0.0,0.0,0.7,0.0
0.0,0,0.0,0,0,0,32,0,2,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,1.0
11.083333333333334,12,1.0,1,0,0,18,0,1,7.6,2.6,0.32,0,-0.5,0.0,0.0,1.0,0.0
11.95,9,0.9,1,0,1,18,0,1,10.8,1.4,1.74,0,0.9000000000000004,0.0,0.0,0.9000000000000001,0.0
0.0,0,0.0,0,1,0,39,0,2,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,1.0
11.933333333333334,10,0.8333333333333334,1,0,1,19,0,1,8.9,1.4,3.51,0,0.5333333333333332,0.0,0.0,0.8333333333333334,0.0
13.333333333333332,12,1.0,1,0,1,18,0,1,10.8,1.4,1.74,0,-0.6666666666666661,0.0,0.0,1.0,0.0
0.0,0,0.0,1,0,0,19,1,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
13.11111111111111,12,1.0,1,0,1,24,1,1,13.9,-0.3,0.79,0,-0.8888888888888893,0.0,0.0,1.0,0.0
12.125,8,0.8,1,0,0,28,0,1,7.6,2.6,0.32,0,-0.75,0.0,0.0,0.8,0.0
14.2,10,1.0,0,0,1,18,1,1,8.9,1.4,3.51,0,0.0,0.0,0.0,1.0,0.0
12.464285714285715,10,0.8333333333333334,1,0,0,20,1,1,13.9,-0.3,0.79,0,-1.9285714285714288,0.16666666666666666,0.0,0.8333333333333334,0.0
11.125,7,0.5833333333333334,1,0,0,18,0,1,10.8,1.4,1.74,0,-1.75,0.0,0.0,0.5833333333333334,0.0
11.916666666666666,12,1.0,1,1,0,19,0,1,10.8,1.4,1.74,0,-0.5,0.0,0.0,1.0,0.0
11.7,10,0.8333333333333334,1,0,0,19,0,1,10.8,1.4,1.74,0,-0.20000000000000107,0.0,0.0,0.8333333333333334,0.0
13.714285714285714,14,0.875,1,0,0,19,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
12.5,10,0.8333333333333334,1,0,0,18,0,1,10.8,1.4,1.74,0,0.6000000000000014,0.0,0.0,0.8333333333333334,0.0
12.7,10,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,-0.20000000000000107,0.2,0.0,1.0,0.0
12.333333333333332,6,0.4,1,0,0,25,0,1,10.8,1.4,1.74,0,-1.333333333333334,0.0,0.5,0.4,0.0
12.625,8,0.8,1,0,1,26,0,1,16.2,0.3,-0.92,0,-0.75,0.0,0.4,0.8,0.0
12.666666666666666,12,1.0,1,0,0,42,0,2,10.8,1.4,1.74,0,2.0,0.0,0.0,1.0,0.0
14.0,12,1.0,1,0,0,20,0,1,11.1,0.6,2.02,0,-1.0,0.0,0.0,1.0,0.0
14.0,10,1.0,1,0,0,18,0,1,12.7,3.7,-1.7,0,-0.8000000000000007,0.2,0.0,1.0,0.0
14.668174603174604,15,1.0,1,0,0,19,0,1,11.1,0.6,2.02,0,0.9192063492063482,0.0,0.0,1.0,0.0
0.0,0,0.0,0,0,0,49,1,2,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,1.0
11.066666666666666,10,0.8333333333333334,1,0,0,19,0,1,15.5,2.8,-4.06,0,0.5333333333333332,0.0,0.0,0.8333333333333334,0.0
12.273809523809524,12,1.0,1,0,0,19,0,1,8.9,1.4,3.51,0,-0.8809523809523796,0.0,0.0,1.0,0.0
12.2,10,1.0,1,0,0,40,1,1,15.5,2.8,-4.06,0,2.4000000000000004,0.0,0.0,1.0,0.0
12.5,6,0.6,1,0,0,21,0,1,9.4,-0.8,-3.12,0,-1.0,0.4,0.2,0.6,0.0
12.583333333333332,12,1.0,1,0,0,20,0,1,7.6,2.6,0.32,0,0.16666666666666607,0.0,0.0,1.0,0.0
12.5,9,0.75,1,0,0,18,0,1,10.8,1.4,1.74,0,-0.6000000000000014,0.0,0.0,0.75,0.0
12.720535714285713,15,1.0,1,0,0,27,0,1,10.8,1.4,1.74,0,0.9839285714285726,0.0,0.0,1.0,0.0
0.0,0,0.0,0,1,0,20,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,1.0
11.333333333333332,10,1.0,1,0,0,39,0,4,10.8,1.4,1.74,0,0.6666666666666661,0.0,0.0,1.0,0.0
12.713636363636365,21,0.7241379310344828,0,0,0,32,1,1,15.5,2.8,-4.06,0,-0.027272727272729114,0.23529411764705882,0.08333333333333333,0.7241379310344828,1.0
6.5,1,0.1,0,1,0,24,0,1,7.6,2.6,0.32,0,-13.0,0.0,0.0,0.1,1.0
11.9,6,0.5,0,1,0,20,1,1,16.2,0.3,-0.92,0,0.1999999999999993,0.0,0.0,0.5,1.0
11.971428571428572,14,0.875,1,0,0,18,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
0.0,0,0.0,1,0,0,22,1,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
13.0,9,0.75,1,0,1,23,0,1,11.1,0.6,2.02,0,-0.6666666666666679,0.0,0.0,0.75,0.0
12.875,6,0.6,1,0,0,20,0,1,12.7,3.7,-1.7,0,-3.25,0.2,0.0,0.6,0.0
14.616666666666667,12,0.8571428571428571,1,0,0,19,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.8571428571428571,0.0
11.733333333333334,8,0.8,1,0,1,35,0,2,12.7,3.7,-1.7,0,0.13333333333333464,0.0,0.0,0.8,0.0
14.2,10,1.0,1,0,0,19,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,1.0,0.0
11.85,9,0.75,1,0,0,19,1,1,15.5,2.8,-4.06,0,1.3000000000000007,0.0,0.0,0.75,0.0
0.0,0,0.0,1,0,0,19,1,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,0.0
12.5,8,0.6666666666666666,1,1,0,34,0,4,13.9,-0.3,0.79,0,2.5,0.0,0.0,0.6666666666666666,0.0
0.0,0,0.0,0,0,0,40,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,1.0
14.26875,16,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
13.214285714285715,14,0.9333333333333333,1,0,1,19,0,1,13.9,-0.3,0.79,0,1.5714285714285712,0.0,0.0,0.9333333333333333,0.0
0.0,0,0.0,0,1,0,38,1,1,16.2,0.3,-0.92,0,0.0,0.0,0.0,0.0,1.0
11.785714285714285,11,0.9166666666666666,1,0,0,20,0,1,15.5,2.8,-4.06,0,-0.4285714285714288,0.0,0.0,0.9166666666666666,0.0
6.0,2,0.16666666666666666,0,0,0,21,1,1,10.8,1.4,1.74,0,-12.0,0.0,0.0,0.16666666666666666,1.0
0.0,0,0.0,0,1,0,18,0,1,8.9,1.4,3.51,0,0.0,0.0,0.0,0.0,1.0
12.916666666666668,11,0.9166666666666666,1,0,1,21,0,1,8.9,1.4,3.51,0,-0.16666666666666607,0.0,0.0,0.9166666666666666,0.0
16.5,10,1.0,1,0,0,43,0,4,7.6,2.6,0.32,0,0.20000000000000284,0.0,0.0,1.0,0.0
12.583333333333332,12,1.0,1,0,1,18,1,1,10.8,1.4,1.74,0,0.16666666666666607,0.0,0.0,1.0,0.0
11.5,5,0.4166666666666667,0,1,0,20,0,1,12.4,0.5,1.79,0,-1.0,0.0,0.0,0.4166666666666667,1.0
0.0,0,0.0,0,1,0,37,0,1,8.9,1.4,3.51,0,0.0,0.0,0.0,0.0,1.0
13.11625,16,1.0,1,0,0,19,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
14.214285714285714,14,0.875,1,0,1,19,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
12.002,10,0.625,1,0,0,20,1,1,10.8,1.4,1.74,0,0.0,0.125,0.125,0.625,0.0
12.0,12,1.0,1,0,0,19,0,1,10.8,1.4,1.74,0,0.6666666666666679,0.0,0.0,1.0,0.0
11.333333333333334,9,0.75,1,0,0,24,1,1,16.2,0.3,-0.92,0,0.0,0.0,0.0,0.75,0.0
12.196428571428571,11,0.5789473684210527,0,0,0,35,1,1,7.6,2.6,0.32,0,0.10714285714285765,0.0,0.0,0.5789473684210527,1.0
5.0,1,0.08333333333333333,1,0,1,27,0,1,8.9,1.4,3.51,0,-10.0,0.0,0.0,0.08333333333333333,0.0
14.0,11,0.9166666666666666,1,0,0,18,0,1,8.9,1.4,3.51,0,0.0,0.0,0.0,0.9166666666666666,0.0
0.0,0,0.0,1,0,0,27,1,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,0.0
13.542857142857144,14,0.875,1,0,1,19,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
5.5,1,0.1,1,0,0,19,0,1,12.7,3.7,-1.7,0,-11.0,0.0,0.0,0.1,0.0
10.0,5,0.3333333333333333,0,1,0,28,1,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.3333333333333333,1.0
14.112857142857143,15,1.0,1,0,0,19,1,1,11.1,0.6,2.02,0,0.774285714285714,0.0,0.0,1.0,0.0
0.0,0,0.0,1,0,1,19,1,1,13.9,-0.3,0.79,0,0.0,0.0,0.0,0.0,0.0
5.75,2,0.16666666666666666,0,1,0,27,1,1,8.9,1.4,3.51,0,-11.5,0.0,0.0,0.16666666666666666,1.0
11.7,9,0.9,1,0,0,19,0,1,11.1,0.6,2.02,1,-0.5999999999999996,0.0,0.0,0.9000000000000001,0.0
0.0,0,0.0,1,0,1,20,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,0,0,24,1,1,13.9,-0.3,0.79,0,0.0,0.0,0.0,0.0,1.0
12.333333333333332,9,0.6428571428571429,1,0,0,20,0,1,16.2,0.3,-0.92,0,1.333333333333334,0.0,0.0,0.6428571428571429,0.0
12.35,10,0.7142857142857143,1,0,0,44,1,2,11.1,0.6,2.02,0,0.5,0.0,0.0,0.7142857142857143,0.0
0.0,0,0.0,1,0,0,20,1,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,0.0
15.015873015873016,16,1.0,1,0,0,40,0,2,12.7,3.7,-1.7,0,-1.746031746031747,0.0,0.0,1.0,0.0
13.5,11,0.9166666666666666,1,0,1,19,1,1,10.8,1.4,1.74,0,-1.0,0.0,0.0,0.9166666666666666,0.0
12.333333333333332,34,1.0,1,0,0,21,0,1,11.1,0.6,2.02,0,0.6666666666666661,0.0,0.0,1.0,0.0
13.0,18,1.0,1,0,0,21,0,1,8.9,1.4,3.51,0,0.4444444444444393,0.0,0.0,1.0,0.0
11.225,9,0.9,0,1,0,25,0,1,9.4,-0.8,-3.12,0,0.05000000000000071,0.0,0.0,0.9000000000000001,1.0
5.5,1,0.08333333333333333,1,0,0,23,1,1,15.5,2.8,-4.06,0,-11.0,0.0,0.0,0.08333333333333333,0.0
11.5,4,0.4,1,0,0,20,1,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.4,0.0
12.333333333333332,12,1.0,0,0,0,18,0,1,10.8,1.4,1.74,0,-0.3333333333333339,0.0,0.0,1.0,1.0
0.0,0,0.0,0,0,0,42,1,2,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,1.0
13.154285714285717,14,0.875,1,0,0,18,1,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
11.708333333333332,7,0.7,1,0,0,21,0,1,8.9,1.4,3.51,0,0.08333333333333393,0.0,0.0,0.7,0.0
13.083333333333332,12,1.0,1,0,1,18,1,1,12.7,3.7,-1.7,0,0.8333333333333339,0.0,0.0,1.0,0.0
12.666666666666668,11,0.9166666666666666,1,0,0,23,1,1,7.6,2.6,0.32,0,0.6666666666666661,0.0,0.0,0.9166666666666666,0.0
13.714285714285715,11,0.9166666666666666,1,0,0,22,0,1,13.9,-0.3,0.79,0,-1.4285714285714288,0.0,0.0,0.9166666666666666,0.0
13.566666666666666,11,0.9166666666666666,1,0,0,19,1,1,8.9,1.4,3.51,0,0.4666666666666668,0.0,0.0,0.9166666666666666,0.0
11.125,8,0.6666666666666666,1,0,0,18,0,1,7.6,2.6,0.32,0,-0.75,0.0,0.0,0.6666666666666666,0.0
12.912430555555556,14,0.9333333333333333,1,0,0,32,0,2,15.5,2.8,-4.06,0,-1.6973611111111122,0.0,0.0,0.9333333333333333,0.0
0.0,0,0.0,1,0,1,18,1,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,0.0
12.666666666666666,12,1.0,1,0,1,18,0,1,12.4,0.5,1.79,0,-1.0,0.0,0.0,1.0,0.0
15.404761904761905,12,1.0,1,0,0,27,0,1,13.9,-0.3,0.79,0,-1.4761904761904763,0.0,0.0,1.0,0.0
12.208333333333332,9,0.75,1,0,0,19,0,1,12.4,0.5,1.79,0,-0.9166666666666661,0.0,0.0,0.75,0.0
0.0,0,0.0,0,1,0,18,1,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,1.0
0.0,0,0.0,1,0,0,61,1,1,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,0.0
13.916666666666668,12,1.0,1,0,0,19,0,1,12.4,0.5,1.79,1,0.8333333333333339,0.0,0.0,1.0,0.0
14.416666666666666,12,1.0,1,0,1,21,0,1,13.9,-0.3,0.79,0,-0.5,0.0,0.0,1.0,0.0
15.573015873015873,15,1.0,1,0,1,18,1,1,16.2,0.3,-0.92,0,-0.7682539682539673,0.0,0.0,1.0,0.0
0.0,0,0.0,1,0,0,22,1,1,8.9,1.4,3.51,0,0.0,0.0,0.0,0.0,0.0
12.741258741258743,23,1.0,1,1,1,24,0,1,8.9,1.4,3.51,0,-0.2097902097902118,0.0,0.0,1.0,0.0
11.75,6,0.5,1,0,0,21,0,1,11.1,0.6,2.02,0,-0.5,0.0,0.0,0.5,0.0
0.0,0,0.0,0,0,0,34,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,1.0
12.416666666666668,5,0.5,0,0,0,18,1,1,8.9,1.4,3.51,0,2.166666666666666,0.0,0.0,0.5,1.0
11.683333333333332,12,0.8571428571428571,1,0,0,19,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.8571428571428571,0.0
12.780000000000001,7,0.5,1,0,1,18,0,1,16.2,0.3,-0.92,0,1.2400000000000002,0.0,0.0,0.5,0.0
12.416666666666668,8,0.3333333333333333,1,0,0,50,1,1,16.2,0.3,-0.92,0,2.166666666666666,0.0,0.0,0.3333333333333333,0.0
0.0,0,0.0,1,0,0,19,1,1,9.4,-0.8,-3.12,0,0.0,0.16666666666666666,0.0,0.0,0.0
0.0,0,0.0,1,0,0,21,0,3,10.8,1.4,1.74,0,0.0,0.8,0.8,0.0,0.0
14.3125,11,0.9166666666666666,1,0,0,19,0,1,11.1,0.6,2.02,0,0.375,0.0,0.0,0.9166666666666666,0.0
0.0,0,0.0,1,0,0,18,1,1,11.1,0.6,2.02,0,0.0,0.0,0.0,0.0,0.0
8.071428571428571,7,0.4666666666666667,1,0,0,18,1,1,16.2,0.3,-0.92,0,-16.142857142857142,0.0,0.0,0.4666666666666667,0.0
13.5,14,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,1.8571428571428577,0.0,0.0,1.0,0.0
13.333333333333332,23,1.0,1,0,0,21,1,1,8.9,1.4,3.51,0,-0.6666666666666661,0.0,0.0,1.0,0.0
12.833333333333332,12,1.0,1,0,1,18,1,1,12.4,0.5,1.79,0,-1.666666666666666,0.0,0.0,1.0,0.0
14.3125,19,0.8636363636363636,0,1,0,23,0,1,13.9,-0.3,0.79,0,0.625,0.0,0.0,0.8636363636363636,1.0
10.725,9,0.75,1,0,0,23,0,1,7.6,2.6,0.32,0,-1.0500000000000007,0.0,0.0,0.75,0.0
7.0,2,0.2,1,0,0,33,0,1,12.4,0.5,1.79,0,-14.0,0.0,0.0,0.2,0.0
0.0,0,0.0,1,0,0,20,0,1,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,0.0
12.87142857142857,11,0.9166666666666666,1,0,0,19,1,1,12.4,0.5,1.79,0,1.4571428571428573,0.0,0.0,0.9166666666666666,0.0
13.414285714285716,14,0.875,1,0,0,18,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
13.435,16,1.0,1,0,1,18,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
11.041666666666668,7,0.7,1,0,0,37,1,2,7.6,2.6,0.32,0,0.5833333333333339,0.0,0.0,0.7,0.0
12.940000000000001,10,0.7142857142857143,0,0,0,37,1,2,11.1,0.6,2.02,0,-0.11999999999999922,0.0,0.0,0.7142857142857143,1.0
0.0,0,0.0,0,0,0,25,1,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,1.0
11.541666666666668,7,0.5833333333333334,1,0,0,20,1,1,15.5,2.8,-4.06,0,-0.4166666666666661,0.0,0.0,0.5833333333333334,0.0
14.484848484848484,11,0.8461538461538461,1,1,0,41,1,2,12.4,0.5,1.79,0,0.30303030303030276,0.0,0.0,0.8461538461538461,0.0
0.0,0,0.0,1,0,0,21,0,1,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,0.0
12.1,7,0.5833333333333334,1,0,0,19,1,1,7.6,2.6,0.32,0,-0.1999999999999993,0.0,0.0,0.5833333333333334,0.0
11.833333333333334,6,0.5,1,0,0,22,1,1,15.5,2.8,-4.06,0,1.0,0.5,0.0,0.5,0.0
11.416666666666668,5,0.4166666666666667,0,1,0,34,1,1,13.9,-0.3,0.79,0,0.16666666666666607,0.0,0.0,0.4166666666666667,1.0
10.375,2,0.14285714285714285,1,0,0,28,0,1,13.9,-0.3,0.79,0,-0.75,0.0,0.0,0.14285714285714285,0.0
10.985714285714286,11,0.9166666666666666,1,0,1,18,0,1,16.2,0.3,-0.92,0,0.8285714285714292,0.0,0.0,0.9166666666666666,0.0
11.833333333333332,9,0.75,1,0,0,25,1,1,15.5,2.8,-4.06,0,0.3333333333333339,0.0,0.0,0.75,0.0
13.833333333333332,12,1.0,1,0,1,18,0,1,8.9,1.4,3.51,0,0.3333333333333339,0.0,0.0,1.0,0.0
15.675714285714283,14,0.875,1,0,0,30,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
12.3,7,0.5833333333333334,1,0,0,19,0,1,7.6,2.6,0.32,0,-1.4000000000000004,0.0,0.0,0.5833333333333334,0.0
12.5,8,0.6666666666666666,1,0,0,20,0,1,12.4,0.5,1.79,0,-1.0,0.0,0.0,0.6666666666666666,0.0
0.0,0,0.0,0,0,0,53,0,2,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,1.0
13.0625,14,0.7777777777777778,0,1,0,24,0,1,8.9,1.4,3.51,0,-0.125,0.0,0.0,0.7777777777777778,1.0
12.5,12,1.0,1,0,1,19,0,1,12.4,0.5,1.79,0,1.2857142857142847,0.0,0.0,1.0,0.0
12.705625000000001,14,0.9333333333333333,1,0,0,18,0,1,15.5,2.8,-4.06,0,0.22875000000000156,0.0,0.0,0.9333333333333333,0.0
0.0,0,0.0,1,0,0,28,1,1,11.1,0.6,2.02,0,0.0,0.0,0.0,0.0,0.0
11.6,9,0.9,1,0,0,20,0,1,11.1,0.6,2.02,0,-0.8000000000000007,0.0,0.0,0.9000000000000001,0.0
0.0,0,0.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,0.0,0.0
12.557142857142857,14,0.9333333333333333,1,0,0,18,0,1,13.9,-0.3,0.79,0,0.34285714285714164,0.0,0.0,0.9333333333333333,0.0
12.225,16,0.6666666666666666,1,0,0,21,0,1,12.4,0.5,1.79,0,-0.05000000000000071,0.0,0.0,0.6666666666666666,0.0
12.071428571428571,10,1.0,1,0,0,18,1,1,10.8,1.4,1.74,0,0.14285714285714235,0.0,0.0,1.0,0.0
12.55375,16,1.0,1,0,0,22,1,1,9.4,-0.8,-3.12,0,0.0,0.125,0.125,1.0,0.0
15.476190476190476,12,1.0,1,0,1,18,0,1,8.9,1.4,3.51,0,-0.3809523809523796,0.0,0.0,1.0,0.0
0.0,0,0.0,0,1,0,50,1,1,12.4,0.5,1.79,0,0.0,0.0,0.0,0.0,1.0
0.0,0,0.0,0,1,0,18,0,1,12.4,0.5,1.79,0,0.0,0.0,0.0,0.0,1.0
11.238095238095237,8,0.8,1,0,0,44,1,2,13.9,-0.3,0.79,0,-0.19047619047619158,0.0,0.0,0.8,0.0
6.5,1,0.09090909090909091,1,0,0,19,0,1,7.6,2.6,0.32,0,-13.0,0.0,0.0,0.09090909090909091,0.0
14.75,8,0.8,1,0,0,44,1,2,10.8,1.4,1.74,0,1.5,0.6,0.4,0.8,0.0
13.033333333333333,11,0.9166666666666666,1,0,0,19,0,1,11.1,0.6,2.02,0,0.7333333333333343,0.0,0.0,0.9166666666666666,0.0
14.09375,15,1.0,1,0,0,18,0,1,13.9,-0.3,0.79,0,0.9624999999999986,0.0,0.0,1.0,0.0
10.654761904761905,26,0.896551724137931,1,1,0,35,1,2,15.5,2.8,-4.06,0,0.023809523809523725,0.058823529411764705,0.0,0.896551724137931,0.0
14.2,12,0.8571428571428571,1,1,1,18,0,2,7.6,2.6,0.32,0,0.0,0.0,0.0,0.8571428571428571,0.0
0.0,0,0.0,1,0,0,30,1,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
13.05,11,0.9166666666666666,1,0,0,18,0,1,7.6,2.6,0.32,0,-0.9000000000000004,0.0,0.0,0.9166666666666666,0.0
14.428571428571429,14,0.875,1,0,1,21,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
11.0,7,0.5833333333333334,0,0,1,20,0,1,7.6,2.6,0.32,0,-2.0,0.0,0.0,0.5833333333333334,0.0
13.297142857142855,14,0.875,1,0,0,18,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
11.55,9,0.9,1,0,1,35,1,5,8.9,1.4,3.51,0,2.0999999999999996,0.0,0.0,0.9000000000000001,0.0
12.542857142857144,12,1.0,1,0,0,20,0,1,12.4,0.5,1.79,0,-1.4857142857142858,0.0,0.0,1.0,0.0
11.85,11,0.9166666666666666,1,0,1,19,0,1,9.4,-0.8,-3.12,0,-0.6999999999999993,0.0,0.0,0.9166666666666666,0.0
13.833333333333332,12,1.0,1,0,1,21,1,1,12.7,3.7,-1.7,0,0.6666666666666661,0.0,0.0,1.0,0.0
12.066666666666666,10,0.8333333333333334,1,0,1,21,0,1,13.9,-0.3,0.79,0,-0.5333333333333332,0.0,0.0,0.8333333333333334,0.0
0.0,0,0.0,1,0,0,18,1,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
12.345238095238095,12,1.0,1,0,0,20,0,1,15.5,2.8,-4.06,0,1.0238095238095237,0.0,0.0,1.0,0.0
13.0,12,1.0,1,0,0,18,1,1,11.1,0.6,2.02,0,1.3333333333333321,0.0,0.0,1.0,0.0
13.3675,16,1.0,1,0,1,25,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
14.445,16,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
12.083333333333332,4,0.4,1,0,0,18,1,1,7.6,2.6,0.32,0,0.8333333333333339,0.0,0.4,0.4,0.0
0.0,0,0.0,1,0,1,21,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
14.13714285714286,14,0.875,1,0,0,18,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
14.166666666666666,12,1.0,1,0,0,19,0,1,12.4,0.5,1.79,0,-1.0,0.0,0.0,1.0,0.0
13.463636363636363,14,0.9333333333333333,1,0,1,19,0,1,16.2,0.3,-0.92,0,0.9272727272727259,0.0,0.0,0.9333333333333333,0.0
7.0,1,0.08333333333333333,0,1,0,44,1,1,12.7,3.7,-1.7,0,-14.0,0.0,0.0,0.08333333333333333,1.0
13.1,9,0.9,1,0,1,21,0,1,9.4,-0.8,-3.12,0,-0.1999999999999993,0.0,0.0,0.9000000000000001,0.0
12.6,8,0.8,1,0,0,19,0,1,7.6,2.6,0.32,0,1.1999999999999993,0.0,0.0,0.8,0.0
12.205357142857142,10,1.0,1,0,0,24,0,1,16.2,0.3,-0.92,0,-0.16071428571428648,0.0,0.0,1.0,0.0
12.0,4,0.4,1,1,0,18,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.4,0.0
13.464285714285715,12,1.0,1,0,0,19,1,1,8.9,1.4,3.51,0,-1.9285714285714288,0.0,0.0,1.0,0.0
11.458333333333332,7,0.7,1,0,0,20,1,1,7.6,2.6,0.32,0,1.583333333333334,0.0,0.0,0.7,0.0
12.033333333333333,11,0.9166666666666666,1,0,0,19,0,1,12.4,0.5,1.79,0,-1.2666666666666657,0.0,0.0,0.9166666666666666,0.0
14.6625,16,1.0,1,0,1,32,0,2,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
11.925,9,0.75,1,0,0,22,0,1,12.7,3.7,-1.7,0,-1.3499999999999996,0.0,0.0,0.75,0.0
